id_empleado;fecha_desde;fecha_hasta;id_evento;cantidad;borrable;afecta_vac
2;2015-01-17;2015-01-17;11;1;0;1
7;2015-01-30;2015-02-08;11;10;0;1
3;2015-02-02;2015-02-15;11;14;0;1
11;2015-02-02;2015-02-15;11;14;0;1
2;2015-02-23;2015-03-08;11;14;0;1
1;2015-03-09;2015-03-15;11;7;0;1
2;2015-03-09;2015-03-18;11;10;0;1
5;2015-03-17;2015-03-17;11;1;0;1
1;2015-04-13;2015-04-26;11;14;0;1
2;2015-04-24;2015-04-24;11;1;0;1
5;2015-05-02;2015-05-02;11;1;0;1
9;2015-05-11;2015-05-12;11;2;0;1
1;2015-05-19;2015-05-19;11;1;0;1
12;2015-06-01;2015-06-12;11;12;0;1
10;2015-06-06;2015-06-06;11;1;0;1
1;2015-06-13;2015-06-13;11;1;0;1
9;2015-06-15;2015-06-15;11;1;0;1
11;2015-06-17;2015-06-17;11;1;0;1
8;2015-06-20;2015-06-20;11;1;0;1
2;2015-06-27;2015-06-27;11;1;0;1
13;2015-07-01;2015-07-09;11;9;0;1
9;2015-07-04;2015-07-04;11;1;0;1
7;2015-07-13;2015-07-19;11;7;0;1
14;2015-07-14;2015-07-14;11;1;0;1
10;2015-07-20;2015-07-27;11;8;0;1
1;2015-07-25;2015-08-03;11;10;0;1
3;2015-07-29;2015-08-01;11;4;0;1
8;2015-08-05;2015-08-05;11;1;0;1
3;2015-08-28;2015-09-06;11;10;0;1
8;2015-08-31;2015-08-31;11;1;0;1
13;2015-09-05;2015-09-05;11;1;0;1
2;2015-09-09;2015-09-15;11;7;0;1
9;2015-09-14;2015-09-14;11;1;0;1
1;2015-09-14;2015-10-03;11;20;0;1
7;2015-09-19;2015-10-02;11;14;0;1
7;2015-10-03;2015-10-03;11;1;0;1
11;2015-10-03;2015-10-03;11;1;0;1
7;2015-10-14;2015-10-21;11;8;0;1
10;2015-10-17;2015-10-19;11;3;0;1
2;2015-10-24;2015-10-24;11;1;0;1
9;2015-10-24;2015-10-27;11;4;0;1
5;2015-11-02;2015-11-02;11;1;0;1
10;2015-11-07;2015-11-07;11;1;0;1
7;2015-11-14;2015-11-14;11;1;0;1
2;2015-11-20;2015-11-25;11;6;0;1
9;2015-11-28;2015-11-28;11;1;0;1
1;2015-12-10;2015-12-13;11;4;0;1
7;2015-12-18;2015-12-20;11;3;0;1
9;2015-12-26;2015-12-26;11;1;0;1
5;2015-12-28;2015-12-30;11;3;0;1
10;2015-12-28;2016-01-10;11;14;0;1
8;2016-01-09;2016-01-09;11;1;0;1
10;2016-01-09;2016-01-22;11;14;0;1
7;2016-01-14;2016-01-20;11;7;0;1
2;2016-01-21;2016-01-24;11;4;0;1
3;2016-01-25;2016-02-05;11;12;0;1
5;2016-02-01;2016-02-21;11;21;0;1
8;2016-02-06;2016-02-19;11;14;0;1
11;2016-02-06;2016-02-19;11;14;0;1
12;2016-02-06;2016-02-19;11;14;0;1
13;2016-02-06;2016-02-19;11;14;0;1
7;2016-02-08;2016-02-21;11;14;0;1
2;2016-02-12;2016-02-21;11;10;0;1
14;2016-02-22;2016-03-06;11;14;0;1
2;2016-02-27;2016-02-27;11;1;0;1
8;2016-03-08;2016-03-08;11;1;0;1
9;2016-03-08;2016-03-09;11;2;0;1
10;2016-03-12;2016-03-12;11;1;0;1
7;2016-03-26;2016-03-26;11;1;0;1
3;2016-03-26;2016-03-30;11;5;0;1
2;2016-03-30;2016-03-30;11;1;0;1
11;2016-04-09;2016-04-09;11;1;0;1
2;2016-04-15;2016-04-24;11;10;0;1
1;2016-04-25;2016-05-02;11;8;0;1
7;2016-05-02;2016-05-02;11;1;0;1
9;2016-05-06;2016-05-09;11;4;0;1
10;2016-05-21;2016-05-21;11;1;0;1
9;2016-06-14;2016-06-14;11;1;0;1
7;2016-06-15;2016-06-15;11;1;0;1
1;2016-07-11;2016-07-31;11;21;0;1
7;2016-07-15;2016-07-15;11;1;0;1
5;2016-07-18;2016-07-24;11;7;0;1
3;2016-07-25;2016-07-31;11;7;0;1
2;2016-08-03;2016-08-04;11;2;0;1
9;2016-08-08;2016-08-15;11;8;0;1
7;2016-08-19;2016-08-19;11;1;0;1
13;2016-08-20;2016-08-20;11;1;0;1
1;2016-08-27;2016-08-27;11;1;0;1
5;2016-08-27;2016-08-27;11;1;0;1
7;2016-09-05;2016-09-06;11;2;0;1
14;2016-09-06;2016-09-06;11;1;0;1
9;2016-09-13;2016-09-15;11;3;0;1
2;2016-09-21;2016-09-22;11;2;0;1
1;2016-09-22;2016-09-23;11;2;0;1
5;2016-09-30;2016-10-02;11;3;0;1
3;2016-10-04;2016-10-04;11;1;0;1
7;2016-10-05;2016-10-05;11;1;0;1
1;2016-10-06;2016-10-06;11;1;0;1
9;2016-10-13;2016-10-13;11;1;0;1
10;2016-10-13;2016-10-13;11;1;0;1
2;2016-10-15;2016-10-15;11;1;0;1
3;2016-10-26;2016-10-26;11;1;0;1
7;2016-11-05;2016-11-05;11;1;0;1
13;2016-11-19;2016-11-19;11;1;0;1
2;2016-11-24;2016-11-25;11;2;0;1
5;2016-12-03;2016-12-03;11;1;0;1
8;2016-12-10;2016-12-10;11;1;0;1
14;2016-12-12;2016-12-25;11;14;0;1
11;2016-12-15;2016-12-15;11;1;0;1
9;2016-12-26;2017-01-08;11;14;0;1
12;2017-01-02;2017-01-15;11;14;0;1
7;2017-01-09;2017-01-15;11;7;0;1
3;2017-01-19;2017-02-05;11;18;0;1
11;2017-01-30;2017-02-12;11;14;0;1
5;2017-02-03;2017-02-19;11;17;0;1
2;2017-02-08;2017-02-14;11;7;0;1
5;2017-02-20;2017-02-21;11;2;0;1
7;2017-02-20;2017-03-05;11;14;0;1
13;2017-02-27;2017-03-12;11;14;0;1
2;2017-03-06;2017-03-19;11;14;0;1
8;2017-03-27;2017-04-09;11;14;0;1
1;2017-03-31;2017-04-02;11;3;0;1
3;2017-04-01;2017-04-01;11;1;0;1
1;2017-04-17;2017-04-18;11;2;0;1
13;2017-04-24;2017-04-25;11;2;0;1
9;2017-05-04;2017-05-05;11;2;0;1
7;2017-05-08;2017-05-08;11;1;0;1
5;2017-05-13;2017-05-13;11;1;0;1
1;2017-05-30;2017-06-04;11;6;0;1
2;2017-06-02;2017-06-02;11;1;0;1
1;2017-06-05;2017-06-05;11;1;0;1
9;2017-06-12;2017-06-15;11;4;0;1
5;2017-07-10;2017-07-23;11;14;0;1
10;2017-07-13;2017-07-17;11;5;0;1
2;2017-07-21;2017-07-22;11;2;0;1
7;2017-07-22;2017-07-22;11;1;0;1
9;2017-07-24;2017-07-26;11;3;0;1
3;2017-07-24;2017-07-30;11;7;0;1
2;2017-08-03;2017-08-04;11;2;0;1
11;2017-08-04;2017-08-04;11;1;0;1
8;2017-08-05;2017-08-05;11;1;0;1
14;2017-08-12;2017-08-12;11;1;0;1
10;2017-08-14;2017-08-14;11;1;0;1
7;2017-08-15;2017-08-16;11;2;0;1
9;2017-08-19;2017-08-19;11;1;0;1
5;2017-08-26;2017-08-26;11;1;0;1
2;2017-09-07;2017-09-09;11;3;0;1
9;2017-09-11;2017-09-11;11;1;0;1
10;2017-09-16;2017-09-16;11;1;0;1
1;2017-10-05;2017-10-06;11;2;0;1
2;2017-10-09;2017-10-18;11;10;0;1
10;2017-10-21;2017-10-21;11;1;0;1
9;2017-10-28;2017-10-28;11;1;0;1
3;2017-10-30;2017-11-08;11;10;0;1
2;2017-11-01;2017-11-05;11;5;0;1
7;2017-11-04;2017-11-04;11;1;0;1
9;2017-11-06;2017-11-06;11;1;0;1
11;2017-11-11;2017-11-13;11;3;0;1
14;2017-11-13;2017-11-26;11;14;0;1
1;2017-12-05;2017-12-18;11;14;0;1
8;2017-12-18;2017-12-18;11;1;0;1
1;2017-12-19;2017-12-25;11;7;0;1
10;2017-12-20;2017-12-20;11;1;0;1
9;2017-12-26;2018-01-07;11;13;0;1
8;2018-01-07;2018-01-20;11;14;0;1
10;2018-01-15;2018-01-28;11;14;0;1
13;2018-01-21;2018-02-03;11;14;0;1
3;2018-01-22;2018-02-04;11;14;0;1
11;2018-02-04;2018-02-17;11;14;0;1
1;2018-02-07;2018-02-07;11;1;0;1
9;2018-02-09;2018-02-10;11;2;0;1
8;2018-02-10;2018-02-23;11;14;0;1
11;2018-02-10;2018-02-23;11;14;0;1
12;2018-02-10;2018-02-23;11;14;0;1
13;2018-02-10;2018-02-23;11;14;0;1
1;2018-02-16;2018-02-20;11;5;0;1
5;2018-02-26;2018-03-11;11;14;0;1
14;2018-03-13;2018-03-13;11;1;0;1
7;2018-03-17;2018-03-17;11;1;0;1
7;2018-04-03;2018-04-15;11;13;0;1
2;2018-04-14;2018-04-14;11;1;0;1
9;2018-04-16;2018-04-16;11;1;0;1
3;2018-04-27;2018-04-30;11;4;0;1
1;2018-04-28;2018-04-28;11;1;0;1
14;2018-04-30;2018-04-30;11;1;0;1
2;2018-05-05;2018-05-05;11;1;0;1
1;2018-05-08;2018-05-08;11;1;0;1
10;2018-05-12;2018-05-12;11;1;0;1
7;2018-05-14;2018-05-14;11;1;0;1
9;2018-05-14;2018-05-14;11;1;0;1
9;2018-06-01;2018-06-02;11;2;0;1
11;2018-06-01;2018-06-03;11;3;0;1
2;2018-06-05;2018-06-06;11;2;0;1
1;2018-06-09;2018-06-09;11;1;0;1
13;2018-06-09;2018-06-09;11;1;0;1
9;2018-07-02;2018-07-02;11;1;0;1
1;2018-07-12;2018-07-12;11;1;0;1
7;2018-07-14;2018-07-14;11;1;0;1
10;2018-07-21;2018-07-21;11;1;0;1
3;2018-07-23;2018-07-29;11;7;0;1
2;2018-07-26;2018-07-28;11;3;0;1
14;2018-07-31;2018-07-31;11;1;0;1
8;2018-08-04;2018-08-04;11;1;0;1
9;2018-08-06;2018-08-07;11;2;0;1
2;2018-08-07;2018-08-08;11;2;0;1
7;2018-08-08;2018-08-08;11;1;0;1
5;2018-08-21;2018-08-21;11;1;0;1
10;2018-08-25;2018-08-25;11;1;0;1
1;2018-09-01;2018-09-02;11;2;0;1
2;2018-09-12;2018-09-16;11;5;0;1
14;2018-09-17;2018-09-20;11;4;0;1
7;2018-09-24;2018-09-25;11;2;0;1
9;2018-09-24;2018-09-26;11;3;0;1
11;2018-09-24;2018-10-03;2;10;0;0
2;2018-10-03;2018-10-04;11;2;0;1
9;2018-10-08;2018-10-09;11;2;0;1
7;2018-10-13;2018-10-13;11;1;0;1
5;2018-10-20;2018-10-20;11;1;0;1
10;2018-10-20;2018-10-20;11;1;0;1
8;2018-10-22;2018-11-04;11;14;0;1
5;2018-11-09;2018-11-10;11;2;0;1
11;2018-11-10;2018-11-10;11;1;0;1
7;2018-11-10;2018-11-19;11;10;0;1
10;2018-11-12;2018-11-12;11;1;0;1
9;2018-11-12;2018-11-13;8;2;0;0
14;2018-11-17;2018-11-17;11;1;0;1
9;2018-11-20;2018-11-21;11;2;0;1
2;2018-11-21;2018-12-02;11;12;0;1
9;2018-12-10;2018-12-10;11;1;0;1
8;2018-12-15;2018-12-15;11;1;0;1
1;2018-12-24;2019-01-06;11;14;0;1
12;2019-01-02;2019-01-16;11;15;0;1
9;2019-01-14;2019-01-27;11;14;0;1
3;2019-01-21;2019-02-03;11;14;0;1
10;2019-02-04;2019-02-17;11;14;0;1
2;2019-02-23;2019-02-23;11;1;0;1
10;2019-03-28;2019-03-28;11;1;0;1
2;2019-03-30;2019-03-30;11;1;0;1
14;2019-04-08;2019-04-14;11;7;0;1
2;2019-04-11;2019-04-16;11;6;0;1
10;2019-04-18;2019-04-18;11;1;0;1
13;2019-04-18;2019-04-21;11;4;0;1
9;2019-05-06;2019-05-07;11;2;0;1
14;2019-05-07;2019-05-13;11;7;0;1
2;2019-05-13;2019-05-15;11;3;0;1
5;2019-05-13;2019-05-19;11;7;0;1
5;2019-05-21;2019-05-21;11;1;0;1
1;2019-05-27;2019-05-27;11;1;0;1
8;2019-06-03;2019-06-09;11;7;0;1
7;2019-06-08;2019-06-08;11;1;0;1
12;2019-07-08;2019-07-21;11;14;0;1
5;2019-07-12;2019-07-21;11;10;0;1
9;2019-07-22;2019-07-22;11;1;0;1
14;2019-07-27;2019-07-27;11;1;0;1
3;2019-08-01;2019-08-04;11;4;0;1
8;2019-08-03;2019-08-03;11;1;0;1
1;2019-08-05;2019-08-18;11;14;0;1
11;2019-08-06;2019-08-06;11;1;0;1
14;2019-08-21;2019-08-21;11;1;0;1
5;2019-08-24;2019-08-24;11;1;0;1
7;2019-08-26;2019-09-08;11;14;0;1
2;2019-08-31;2019-08-31;11;1;0;1
2;2019-09-10;2019-09-16;11;7;0;1
3;2019-09-10;2019-09-16;11;7;0;1
1;2019-09-13;2019-09-13;11;1;0;1
8;2019-09-21;2019-09-23;11;3;0;1
2;2019-10-02;2019-10-02;11;1;0;1
1;2019-10-02;2019-10-04;11;3;0;1
9;2019-10-07;2019-10-07;11;1;0;1
14;2019-10-23;2019-10-23;11;1;0;1
7;2019-10-26;2019-10-26;11;1;0;1
9;2019-11-01;2019-11-01;11;1;0;1
2;2019-11-01;2019-11-06;11;6;0;1
15;2019-11-05;2019-11-05;11;1;0;1
15;2019-11-11;2019-11-11;11;1;0;1
7;2019-11-14;2019-11-14;11;1;0;1
13;2019-11-14;2019-11-17;11;4;0;1
8;2019-11-18;2019-12-01;11;14;0;1
14;2019-11-23;2019-11-23;11;1;0;1
2;2019-12-02;2019-12-16;11;15;0;1
5;2019-12-09;2019-12-17;11;9;0;1
5;2019-12-21;2019-12-21;11;1;0;1
14;2019-12-23;2020-01-05;11;14;0;1
10;2020-01-11;2020-01-11;11;1;0;1
1;2020-01-13;2020-01-26;11;14;0;1
9;2020-01-18;2020-01-18;11;1;0;1
3;2020-01-27;2020-02-09;11;14;0;1
15;2020-01-27;2020-02-09;11;14;0;1
9;2020-02-03;2020-02-16;11;14;0;1
13;2020-02-08;2020-02-08;11;1;0;1
11;2020-02-17;2020-03-01;11;14;0;1
14;2020-02-22;2020-02-22;11;1;0;1
10;2020-02-26;2020-03-09;11;13;0;1
12;2020-03-02;2020-03-16;11;15;0;1
7;2020-03-09;2020-03-12;11;4;0;1
13;2020-03-09;2020-03-22;11;14;0;1
5;2020-03-21;2020-03-21;11;1;0;1
9;2020-04-20;2020-04-20;11;1;0;1
9;2020-04-20;2020-04-20;11;1;0;1
1;2020-05-02;2020-05-02;11;1;0;1
14;2020-05-06;2020-05-06;11;1;0;1
2;2020-05-08;2020-05-09;11;2;0;1
7;2020-05-13;2020-05-13;11;1;0;1
8;2020-05-20;2020-05-20;11;1;0;1
9;2020-06-06;2020-06-06;11;1;0;1
2;2020-06-29;2020-06-29;11;1;0;1
2;2020-07-06;2020-07-07;11;2;0;1
8;2020-07-17;2020-07-17;11;1;0;1
9;2020-07-18;2020-07-18;11;1;0;1
1;2020-07-20;2020-07-21;11;2;0;1
7;2020-07-27;2020-07-27;11;1;0;1
11;2020-07-30;2020-07-30;11;1;0;1
1;2020-08-10;2020-08-11;11;2;0;1
2;2020-08-10;2020-08-14;11;5;0;1
13;2020-08-12;2020-08-12;11;1;0;1
8;2020-08-20;2020-08-20;11;1;0;1
10;2020-08-20;2020-08-20;11;1;0;1
14;2020-09-02;2020-09-03;11;2;0;1
5;2020-09-12;2020-09-12;11;1;0;1
10;2020-09-12;2020-09-12;11;1;0;1
1;2020-09-14;2020-09-15;11;2;0;1
2;2020-09-15;2020-09-17;11;3;0;1
9;2020-09-19;2020-09-19;11;1;0;1
7;2020-09-25;2020-09-27;11;3;0;1
7;2020-10-07;2020-10-07;11;1;0;1
5;2020-10-10;2020-10-10;11;1;0;1
8;2020-10-15;2020-10-16;8;2;0;0
9;2020-10-16;2020-10-17;11;2;0;1
8;2020-10-17;2020-11-01;11;16;0;1
2;2020-10-19;2020-10-21;11;3;0;1
10;2020-10-21;2020-10-21;11;1;0;1
5;2020-10-24;2020-10-24;11;1;0;1
1;2020-10-29;2020-10-31;11;3;0;1
14;2020-10-31;2020-10-31;11;1;0;1
13;2020-11-05;2020-11-06;11;2;0;1
5;2020-11-24;2020-11-29;11;6;0;1
2;2020-11-24;2020-11-30;11;7;0;1
7;2020-11-30;2020-12-14;11;15;0;1
14;2020-12-16;2020-12-16;11;1;0;1
2;2020-12-21;2021-01-03;11;14;0;1
11;2021-01-04;2021-01-17;11;14;0;1
8;2021-01-18;2021-01-31;11;14;0;1
14;2021-01-18;2021-01-31;11;14;0;1
1;2021-01-20;2021-01-20;11;1;0;1
7;2021-01-25;2021-01-25;11;1;0;1
1;2021-02-01;2021-02-14;11;14;0;1
15;2021-02-01;2021-02-14;11;14;0;1
3;2021-02-10;2021-02-16;11;7;0;1
12;2021-02-20;2021-02-28;11;9;0;1
9;2021-02-22;2021-03-07;11;14;0;1
12;2021-03-01;2021-03-14;11;14;0;1
5;2021-03-08;2021-03-14;11;7;0;1
10;2021-03-08;2021-03-21;11;14;0;1
13;2021-03-15;2021-03-15;11;1;0;1
2;2021-03-22;2021-03-23;11;2;0;1
13;2021-03-22;2021-04-04;11;14;0;1
1;2021-03-23;2021-03-23;11;1;0;1
3;2021-04-05;2021-04-06;11;2;0;1
10;2021-04-08;2021-04-08;11;1;0;1
7;2021-04-14;2021-04-14;11;1;0;1
14;2021-04-14;2021-04-14;11;1;0;1
13;2021-04-16;2021-04-16;11;1;0;1
9;2021-04-19;2021-04-19;11;1;0;1
8;2021-04-20;2021-04-20;11;1;0;1
1;2021-04-20;2021-04-22;11;3;0;1
2;2021-04-21;2021-04-21;11;1;0;1
1;2021-05-05;2021-05-05;11;1;0;1
2;2021-05-05;2021-05-07;11;3;0;1
8;2021-05-20;2021-05-20;11;1;0;1
1;2021-06-23;2021-06-25;11;3;0;1
1;2021-06-28;2021-06-30;3;3;0;0
8;2021-06-29;2021-06-29;11;1;0;1
8;2021-06-29;2021-06-29;11;1;0;1
3;2021-07-16;2021-07-28;11;13;0;1
13;2021-07-24;2021-07-24;11;1;0;1
1;2021-07-27;2021-07-27;11;1;0;1
9;2021-08-02;2021-08-02;11;1;0;1
14;2021-08-11;2021-08-11;11;1;0;1
1;2021-08-26;2021-08-26;11;1;0;1
7;2021-08-31;2021-08-31;11;1;0;1
14;2021-09-09;2021-09-09;11;1;0;1
2;2021-09-20;2021-09-20;11;1;0;1
1;2021-10-01;2021-10-01;11;1;0;1
5;2021-10-01;2021-10-01;11;1;0;1
13;2021-10-09;2021-10-09;11;1;0;1
11;2021-10-18;2021-10-18;11;1;0;1
5;2021-10-22;2021-10-22;11;1;0;1
5;2021-11-29;2021-12-12;11;14;0;1
8;2021-12-24;2022-01-07;11;15;0;1
11;2021-12-24;2022-01-07;11;15;0;1
12;2021-12-24;2022-01-07;11;15;0;1
13;2021-12-24;2022-01-07;11;15;0;1
15;2021-12-24;2022-01-07;11;15;0;1
10;2021-12-31;2021-12-31;11;1;0;1
10;2022-01-03;2022-01-10;11;8;0;1
11;2022-01-08;2022-01-09;11;2;0;1
10;2022-01-24;2022-01-30;11;7;0;1
3;2022-01-31;2022-02-13;11;14;0;1
2;2022-02-14;2022-02-14;11;1;0;1
5;2022-02-14;2022-02-22;11;9;0;1
11;2022-02-23;2022-03-01;11;7;0;1
2;2022-03-07;2022-03-20;11;14;0;1
9;2022-03-21;2022-03-22;11;2;0;1
5;2022-03-28;2022-04-05;11;9;0;1
7;2022-03-28;2022-04-10;11;14;0;1
8;2022-04-19;2022-04-19;11;1;0;1
14;2022-04-25;2022-05-08;11;14;0;1
2;2022-05-09;2022-05-09;11;1;0;1
5;2022-05-16;2022-05-22;11;7;0;1
9;2022-05-26;2022-05-26;11;1;0;1
8;2022-06-15;2022-06-15;11;1;0;1